"","stop_name","route_id","Order","X","Y","season","direction_id","number_service_days","time_period_id","time_period_name","on","off","Alt","slider_ref","timeDisplay"
"1553","Chestnut Hill","Green",93,220,470,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",6142,328,3,4,"09:00 to 13:30"
"1560","Chestnut Hill","Green",93,220,470,"Fall 2019",0,77,"time_period_08","LATE_EVENING",4,240,3,8,"22:00 to 24:00"
"1561","Chestnut Hill","Green",93,220,470,"Fall 2019",1,77,"time_period_07","EVENING",2324,133,3,7,"18:30 to 22:00"
"1562","Chestnut Hill","Green",93,220,470,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",520,4137,3,4,"09:00 to 13:30"
"1564","Chestnut Hill","Green",93,220,470,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",4794,162,3,5,"13:30 to 16:00"
"1571","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_07","EVENING",1654,85,1,7,"18:30 to 22:00"
"1574","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_06","PM_PEAK",251,3432,1,6,"16:00 to 18:30"
"1577","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_02","EARLY_AM",22,468,1,2,"06:00 to 07:00"
"1582","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",329,0,1,1,"03:00 to 06:00"
"1583","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_02","EARLY_AM",665,7,1,2,"06:00 to 07:00"
"1587","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_03","AM_PEAK",4476,42,1,3,"07:00 to 09:00"
"1592","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",2836,56,1,4,"09:00 to 13:30"
"1598","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_07","EVENING",250,3020,1,7,"18:30 to 22:00"
"1600","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1481,26,1,5,"13:30 to 16:00"
"1601","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",82,2373,1,5,"13:30 to 16:00"
"1602","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_03","AM_PEAK",78,2293,1,3,"07:00 to 09:00"
"1604","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_08","LATE_EVENING",20,1059,1,8,"22:00 to 24:00"
"1606","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_09","NIGHT",21,0,1,9,"24:00 to +03:00"
"1608","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",178,2415,1,4,"09:00 to 13:30"
"1612","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_06","PM_PEAK",2289,27,1,6,"16:00 to 18:30"
"1613","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_09","NIGHT",0,152,1,9,"24:00 to +03:00"
"1615","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,21,1,1,"03:00 to 06:00"
"1619","Chestnut Hill Ave.","Green",117,140,390,"Fall 2019",1,77,"time_period_08","LATE_EVENING",471,2,1,8,"22:00 to 24:00"
"1623","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",415,4729,0,1,"03:00 to 06:00"
"1624","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_07","EVENING",58343,16342,0,7,"18:30 to 22:00"
"1627","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_02","EARLY_AM",2409,5967,0,2,"06:00 to 07:00"
"1633","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_07","EVENING",34035,13641,0,7,"18:30 to 22:00"
"1634","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_06","PM_PEAK",43560,32344,0,6,"16:00 to 18:30"
"1639","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",54881,22138,0,5,"13:30 to 16:00"
"1642","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_03","AM_PEAK",8350,77128,0,3,"07:00 to 09:00"
"1644","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_08","LATE_EVENING",9421,3100,0,8,"22:00 to 24:00"
"1645","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_09","NIGHT",2000,290,0,9,"24:00 to +03:00"
"1651","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",642,719,0,1,"03:00 to 06:00"
"1653","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_09","NIGHT",1220,272,0,9,"24:00 to +03:00"
"1657","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_06","PM_PEAK",90045,30998,0,6,"16:00 to 18:30"
"1662","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_02","EARLY_AM",1314,15086,0,2,"06:00 to 07:00"
"1664","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",51988,44831,0,4,"09:00 to 13:30"
"1666","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_03","AM_PEAK",11417,39724,0,3,"07:00 to 09:00"
"1668","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",26403,89754,0,4,"09:00 to 13:30"
"1671","Chinatown","Orange",11,410,410,"Fall 2019",1,77,"time_period_08","LATE_EVENING",17989,2090,0,8,"22:00 to 24:00"
"1673","Chinatown","Orange",11,410,410,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",23066,30159,0,5,"13:30 to 16:00"
"1677","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_08","LATE_EVENING",4,1355,1,8,"22:00 to 24:00"
"1679","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_07","EVENING",1299,274,1,7,"18:30 to 22:00"
"1680","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_09","NIGHT",10,0,1,9,"24:00 to +03:00"
"1681","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_06","PM_PEAK",165,6445,1,6,"16:00 to 18:30"
"1687","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_07","EVENING",122,5229,1,7,"18:30 to 22:00"
"1688","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_08","LATE_EVENING",241,66,1,8,"22:00 to 24:00"
"1692","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,84,1,1,"03:00 to 06:00"
"1693","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_03","AM_PEAK",71,1156,1,3,"07:00 to 09:00"
"1700","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1990,162,1,5,"13:30 to 16:00"
"1701","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",5906,154,1,4,"09:00 to 13:30"
"1702","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_02","EARLY_AM",952,33,1,2,"06:00 to 07:00"
"1709","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_06","PM_PEAK",2021,287,1,6,"16:00 to 18:30"
"1712","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",516,12,1,1,"03:00 to 06:00"
"1715","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_09","NIGHT",1,301,1,9,"24:00 to +03:00"
"1717","Chiswick Road","Green",116,150,380,"Fall 2019",1,77,"time_period_03","AM_PEAK",7111,121,1,3,"07:00 to 09:00"
"1724","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",61,2959,1,5,"13:30 to 16:00"
"1726","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_02","EARLY_AM",7,159,1,2,"06:00 to 07:00"
"1727","Chiswick Road","Green",116,150,380,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",124,3386,1,4,"09:00 to 13:30"
"1735","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_02","EARLY_AM",1096,0,2,2,"06:00 to 07:00"
"1736","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_06","PM_PEAK",0,3286,2,6,"16:00 to 18:30"
"1738","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1963,0,2,5,"13:30 to 16:00"
"1741","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_09","NIGHT",0,0,2,9,"24:00 to +03:00"
"1747","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_03","AM_PEAK",0,731,2,3,"07:00 to 09:00"
"1750","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",3900,0,2,4,"09:00 to 13:30"
"1752","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",0,1466,2,5,"13:30 to 16:00"
"1755","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_03","AM_PEAK",8609,0,2,3,"07:00 to 09:00"
"1760","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_06","PM_PEAK",2515,0,2,6,"16:00 to 18:30"
"1761","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_09","NIGHT",0,367,2,9,"24:00 to +03:00"
"1762","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,31,2,1,"03:00 to 06:00"
"1763","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_07","EVENING",1634,0,2,7,"18:30 to 22:00"
"1766","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",237,0,2,1,"03:00 to 06:00"
"1767","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",0,1624,2,4,"09:00 to 13:30"
"1777","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_07","EVENING",0,3640,2,7,"18:30 to 22:00"
"1780","Cleveland Circle","Green",114,130,500,"Fall 2019",1,77,"time_period_08","LATE_EVENING",342,0,2,8,"22:00 to 24:00"
"1781","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_08","LATE_EVENING",0,942,2,8,"22:00 to 24:00"
"1782","Cleveland Circle","Green",114,130,500,"Fall 2019",0,77,"time_period_02","EARLY_AM",0,263,2,2,"06:00 to 07:00"
"1784","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_07","EVENING",15529,37194,0,7,"18:30 to 22:00"
"1788","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_08","LATE_EVENING",5094,1266,0,8,"22:00 to 24:00"
"1790","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_09","NIGHT",293,837,0,9,"24:00 to +03:00"
"1798","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",35,2889,0,1,"03:00 to 06:00"
"1799","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_07","EVENING",36404,4805,0,7,"18:30 to 22:00"
"1800","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_02","EARLY_AM",573,22700,0,2,"06:00 to 07:00"
"1801","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_06","PM_PEAK",59693,12689,0,6,"16:00 to 18:30"
"1802","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",19345,106380,0,4,"09:00 to 13:30"
"1804","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_03","AM_PEAK",39408,42263,0,3,"07:00 to 09:00"
"1806","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_03","AM_PEAK",3820,76522,0,3,"07:00 to 09:00"
"1809","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1887,10175,0,8,"22:00 to 24:00"
"1810","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",63835,15822,0,5,"13:30 to 16:00"
"1813","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",2489,2105,0,1,"03:00 to 06:00"
"1817","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",17491,59874,0,5,"13:30 to 16:00"
"1820","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_02","EARLY_AM",8472,9223,0,2,"06:00 to 07:00"
"1826","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",79164,42423,0,4,"09:00 to 13:30"
"1829","Community College","Orange",6,460,220,"Fall 2019",1,77,"time_period_06","PM_PEAK",33201,77323,0,6,"16:00 to 18:30"
"1831","Community College","Orange",6,460,220,"Fall 2019",0,77,"time_period_09","NIGHT",352,126,0,9,"24:00 to +03:00"
"1841","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",4041,11896,2,5,"13:30 to 16:00"
"1844","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_06","PM_PEAK",9041,1208,2,6,"16:00 to 18:30"
"1846","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",3439,13320,2,4,"09:00 to 13:30"
"1848","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_03","AM_PEAK",1009,5445,2,3,"07:00 to 09:00"
"1849","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_03","AM_PEAK",14188,1224,2,3,"07:00 to 09:00"
"1850","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_07","EVENING",7378,917,2,7,"18:30 to 22:00"
"1854","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_06","PM_PEAK",6180,22956,2,6,"16:00 to 18:30"
"1856","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_08","LATE_EVENING",575,2874,2,8,"22:00 to 24:00"
"1858","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",612,48,2,1,"03:00 to 06:00"
"1872","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_07","EVENING",5531,15065,2,7,"18:30 to 22:00"
"1873","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_09","NIGHT",164,7,2,9,"24:00 to +03:00"
"1878","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_02","EARLY_AM",1811,130,2,2,"06:00 to 07:00"
"1880","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_09","NIGHT",101,383,2,9,"24:00 to +03:00"
"1883","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_08","LATE_EVENING",2099,225,2,8,"22:00 to 24:00"
"1885","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,233,2,1,"03:00 to 06:00"
"1886","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",7283,1158,2,5,"13:30 to 16:00"
"1889","Coolidge Corner","Green",86,210,420,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",15504,2068,2,4,"09:00 to 13:30"
"1890","Coolidge Corner","Green",86,210,420,"Fall 2019",0,77,"time_period_02","EARLY_AM",101,1548,2,2,"06:00 to 07:00"
"1891","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",106099,79572,0,4,"09:00 to 13:30"
"1894","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_09","NIGHT",4948,1326,0,9,"24:00 to +03:00"
"1895","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_03","AM_PEAK",61584,59769,0,3,"07:00 to 09:00"
"1896","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",53376,91200,0,5,"13:30 to 16:00"
"1897","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_07","EVENING",154978,45373,0,7,"18:30 to 22:00"
"1898","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_03","AM_PEAK",55481,156773,0,3,"07:00 to 09:00"
"1899","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",117636,55806,0,5,"13:30 to 16:00"
"1907","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_06","PM_PEAK",242507,85821,0,6,"16:00 to 18:30"
"1908","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_08","LATE_EVENING",36032,11369,0,8,"22:00 to 24:00"
"1915","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_07","EVENING",75332,65560,0,7,"18:30 to 22:00"
"1919","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_02","EARLY_AM",8541,8623,0,2,"06:00 to 07:00"
"1922","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_02","EARLY_AM",6807,27513,0,2,"06:00 to 07:00"
"1923","Copley","Green",63,340,400,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",2676,2850,0,1,"03:00 to 06:00"
"1924","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",69808,165066,0,4,"09:00 to 13:30"
"1925","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_08","LATE_EVENING",11379,15300,0,8,"22:00 to 24:00"
"1928","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",1414,8290,0,1,"03:00 to 06:00"
"1930","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_09","NIGHT",1511,2203,0,9,"24:00 to +03:00"
"1939","Copley","Green",63,340,400,"Fall 2019",0,77,"time_period_06","PM_PEAK",110914,136994,0,6,"16:00 to 18:30"
"1945","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_03","AM_PEAK",16320,47496,0,3,"07:00 to 09:00"
"1946","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_09","NIGHT",1729,39,0,9,"24:00 to +03:00"
"1947","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",668,2871,0,1,"03:00 to 06:00"
"1949","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",62838,4611,0,5,"13:30 to 16:00"
"1953","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",3597,110015,0,5,"13:30 to 16:00"
"1956","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_02","EARLY_AM",3082,9795,0,2,"06:00 to 07:00"
"1959","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_07","EVENING",65174,8302,0,7,"18:30 to 22:00"
"1961","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_07","EVENING",6037,229692,0,7,"18:30 to 22:00"
"1968","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",8917,88989,0,4,"09:00 to 13:30"
"1970","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",231035,6548,0,4,"09:00 to 13:30"
"1980","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_08","LATE_EVENING",16661,1226,0,8,"22:00 to 24:00"
"1983","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_02","EARLY_AM",43926,550,0,2,"06:00 to 07:00"
"1984","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_06","PM_PEAK",6465,403390,0,6,"16:00 to 18:30"
"1987","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_03","AM_PEAK",372722,3231,0,3,"07:00 to 09:00"
"1991","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_08","LATE_EVENING",1246,44182,0,8,"22:00 to 24:00"
"1992","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_06","PM_PEAK",95174,20443,0,6,"16:00 to 18:30"
"1994","Davis","Red",22,220,160,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",8833,77,0,1,"03:00 to 06:00"
"1998","Davis","Red",22,220,160,"Fall 2019",1,77,"time_period_09","NIGHT",101,7021,0,9,"24:00 to +03:00"
"1999","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_09","NIGHT",9,0,2,9,"24:00 to +03:00"
"2000","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",177,5,2,1,"03:00 to 06:00"
"2004","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_08","LATE_EVENING",162,3,2,8,"22:00 to 24:00"
"2005","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_02","EARLY_AM",573,4,2,2,"06:00 to 07:00"
"2006","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_06","PM_PEAK",1176,59,2,6,"16:00 to 18:30"
"2009","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",2995,60,2,4,"09:00 to 13:30"
"2013","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_09","NIGHT",0,207,2,9,"24:00 to +03:00"
"2015","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_03","AM_PEAK",18,563,2,3,"07:00 to 09:00"
"2021","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",0,1,2,1,"03:00 to 06:00"
"2024","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_06","PM_PEAK",82,4551,2,6,"16:00 to 18:30"
"2025","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_07","EVENING",29,4225,2,7,"18:30 to 22:00"
"2026","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",1006,34,2,5,"13:30 to 16:00"
"2035","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_02","EARLY_AM",0,106,2,2,"06:00 to 07:00"
"2036","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",21,1787,2,5,"13:30 to 16:00"
"2044","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_03","AM_PEAK",6456,49,2,3,"07:00 to 09:00"
"2047","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",43,1354,2,4,"09:00 to 13:30"
"2048","Dean Road","Green",108,150,480,"Fall 2019",0,77,"time_period_08","LATE_EVENING",5,1370,2,8,"22:00 to 24:00"
"2050","Dean Road","Green",108,150,480,"Fall 2019",1,77,"time_period_07","EVENING",857,55,2,7,"18:30 to 22:00"
"2053","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_09","NIGHT",6284,2491,0,9,"24:00 to +03:00"
"2061","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_07","EVENING",160956,96045,0,7,"18:30 to 22:00"
"2062","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_03","AM_PEAK",137536,407654,0,3,"07:00 to 09:00"
"2063","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_07","EVENING",195717,104131,0,7,"18:30 to 22:00"
"2064","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_08","LATE_EVENING",40362,21038,0,8,"22:00 to 24:00"
"2071","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_06","PM_PEAK",456299,224440,0,6,"16:00 to 18:30"
"2075","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_01","VERY_EARLY_MORNING",5237,31431,0,1,"03:00 to 06:00"
"2080","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_08","LATE_EVENING",28865,26711,0,8,"22:00 to 24:00"
"2081","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_09","NIGHT",4983,2465,0,9,"24:00 to +03:00"
"2084","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_06","PM_PEAK",303434,213767,0,6,"16:00 to 18:30"
"2086","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",187550,311011,0,4,"09:00 to 13:30"
"2091","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_02","EARLY_AM",33418,64418,0,2,"06:00 to 07:00"
"2094","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",213436,242101,0,4,"09:00 to 13:30"
"2095","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_02","EARLY_AM",25116,105742,0,2,"06:00 to 07:00"
"2096","Downtown Crossing","Orange",10,440,380,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",170509,163089,0,5,"13:30 to 16:00"
"2099","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",10810,11839,0,1,"03:00 to 06:00"
"2103","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_03","AM_PEAK",146984,254655,0,3,"07:00 to 09:00"
"2104","Downtown Crossing","Orange",10,440,380,"Fall 2019",1,77,"time_period_05","MIDDAY_SCHOOL",227987,162838,0,5,"13:30 to 16:00"
"2107","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_01","VERY_EARLY_MORNING",12187,28392,0,1,"03:00 to 06:00"
"2121","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_07","EVENING",211556,123867,0,7,"18:30 to 22:00"
"2126","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_05","MIDDAY_SCHOOL",203502,164500,0,5,"13:30 to 16:00"
"2127","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_06","PM_PEAK",403860,282570,0,6,"16:00 to 18:30"
"2133","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_03","AM_PEAK",197611,409877,0,3,"07:00 to 09:00"
"2134","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_04","MIDDAY_BASE",216904,234465,0,4,"09:00 to 13:30"
"2137","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_07","EVENING",172740,105452,0,7,"18:30 to 22:00"
"2140","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_08","LATE_EVENING",30415,20835,0,8,"22:00 to 24:00"
"2143","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_02","EARLY_AM",40055,32616,0,2,"06:00 to 07:00"
"2145","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_02","EARLY_AM",57229,120148,0,2,"06:00 to 07:00"
"2146","Downtown Crossing","Red",29,440,380,"Fall 2019",0,77,"time_period_09","NIGHT",6541,2822,0,9,"24:00 to +03:00"
"2147","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_04","MIDDAY_BASE",219075,328264,0,4,"09:00 to 13:30"
"2148","Downtown Crossing","Red",29,440,380,"Fall 2019",1,77,"time_period_06","PM_PEAK",337645,267593,0,6,"16:00 to 18:30"
